origin_country,year,fuel,hp,cylinders,transmission,drive,doors,style,mc_performance,mc_high_performance,mc_crossover,mc_luxury,mc_flex_fuel,mc_hybrid,mc_tuned,msrp,avgmpg
Japanese,2005,regular unleaded,160,4,AUTOMATIC,front wheel drive,2,Car,1,0,0,1,0,0,0,21175,26.5
Japanese,2005,regular unleaded,160,4,MANUAL,front wheel drive,2,Car,1,0,0,1,0,0,0,21350,27.5
Japanese,2005,premium unleaded ,210,4,MANUAL,front wheel drive,2,Car,1,0,0,1,0,0,1,23670,24
Japanese,2006,regular unleaded,155,4,MANUAL,front wheel drive,2,Car,0,0,0,1,0,0,0,20325,27.5
Japanese,2006,regular unleaded,155,4,MANUAL,front wheel drive,2,Car,0,0,0,1,0,0,0,21475,27.5
Japanese,2006,premium unleaded ,201,4,MANUAL,front wheel drive,2,Car,1,0,0,1,0,0,1,23845,24
Japanese,2006,regular unleaded,155,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,1,0,0,0,21225,26.5
Japanese,2006,regular unleaded,155,4,AUTOMATIC,front wheel drive,2,Car,0,0,0,1,0,0,0,22375,26.5
Japanese,2001,premium unleaded ,220,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,33955,19
Japanese,2001,premium unleaded ,220,6,AUTOMATIC,four wheel drive,4,SUV,0,0,1,1,0,0,0,35705,18.5
Japanese,2002,regular unleaded,220,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,35705,18.5
Japanese,2002,regular unleaded,220,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,33955,19
Japanese,2003,regular unleaded,220,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,36925,18.5
Japanese,2003,regular unleaded,220,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,35125,19
Japanese,2004,regular unleaded,230,6,AUTOMATIC,front wheel drive,4,SUV,1,0,1,1,0,0,0,35275,20.5
Japanese,2004,regular unleaded,230,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,36675,19
Japanese,2005,regular unleaded,230,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,36025,20
Japanese,2005,regular unleaded,230,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,37425,19
Japanese,2006,regular unleaded,223,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,36370,20
Japanese,2006,regular unleaded,223,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,37770,19
Japanese,2015,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,40970,21.5
Japanese,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,50220,22
Japanese,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,48710,22
Japanese,2015,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,42370,21
Japanese,2016,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,49125,22.5
Japanese,2016,regular unleaded,295,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,41900,24
Japanese,2016,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,43300,22.5
Japanese,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,50320,22.5
Japanese,2017,regular unleaded,295,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,48920,23.5
Japanese,2017,regular unleaded,295,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,0,0,43020,23.5
Japanese,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,0,0,44420,22.5
Japanese,2006,regular unleaded,268,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,1,0,46060,26
Japanese,2006,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,1,0,44660,26.5
Japanese,2007,regular unleaded,268,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,1,0,41180,26.5
Japanese,2007,regular unleaded,268,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,1,0,42580,26
Japanese,2008,premium unleaded ,268,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,1,0,42080,25.5
Japanese,2008,premium unleaded ,268,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,1,0,43480,25
Japanese,2015,premium unleaded ,295,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,1,0,47620,30
Japanese,2015,premium unleaded ,295,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,1,0,49020,29
Japanese,2016,premium unleaded ,308,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,1,0,57045,29
Japanese,2016,premium unleaded ,308,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,1,0,53635,29
Japanese,2016,premium unleaded ,308,6,AUTOMATIC,front wheel drive,4,SUV,0,0,1,1,0,1,0,52235,30.5
Japanese,2017,premium unleaded ,308,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,1,0,53035,29.5
Japanese,2017,premium unleaded ,308,6,AUTOMATIC,all wheel drive,4,SUV,0,0,1,1,0,1,0,56495,29.5
Japanese,2009,premium unleaded ,232,0,MANUAL,rear wheel drive,4,Car,1,0,0,0,0,0,0,31930,19
Japanese,2009,premium unleaded ,212,0,AUTOMATIC,rear wheel drive,4,Car,1,0,0,0,0,0,0,26435,19.5
Japanese,2009,premium unleaded ,232,0,MANUAL,rear wheel drive,4,Car,1,0,0,0,0,0,0,27860,19
Japanese,2009,premium unleaded ,232,0,MANUAL,rear wheel drive,4,Car,1,0,0,0,0,0,0,31000,19
Japanese,2009,premium unleaded ,232,0,MANUAL,rear wheel drive,4,Car,1,0,0,0,0,0,0,26435,19
Japanese,2009,premium unleaded ,212,0,AUTOMATIC,rear wheel drive,4,Car,1,0,0,0,0,0,0,31700,19.5
Japanese,2009,premium unleaded ,212,0,AUTOMATIC,rear wheel drive,4,Car,1,0,0,0,0,0,0,28560,19.5
Japanese,2010,premium unleaded ,232,0,MANUAL,rear wheel drive,4,Car,1,0,0,0,0,0,0,32140,19
Japanese,2010,premium unleaded ,212,0,AUTOMATIC,rear wheel drive,4,Car,1,0,0,0,0,0,0,26645,19.5
Japanese,2010,premium unleaded ,212,0,AUTOMATIC,rear wheel drive,4,Car,1,0,0,0,0,0,0,32810,19.5
Japanese,2010,premium unleaded ,232,0,MANUAL,rear wheel drive,4,Car,1,0,0,0,0,0,0,26645,19
Japanese,2010,premium unleaded ,232,0,MANUAL,rear wheel drive,4,Car,1,0,0,0,0,0,0,32110,19
Japanese,2011,premium unleaded ,212,0,AUTOMATIC,rear wheel drive,4,Car,1,0,0,0,0,0,0,32960,19.5
Japanese,2011,premium unleaded ,232,0,MANUAL,rear wheel drive,4,Car,1,0,0,0,0,0,0,32260,19
Japanese,2011,premium unleaded ,232,0,MANUAL,rear wheel drive,4,Car,1,0,0,0,0,0,0,32290,19
Japanese,2011,premium unleaded ,232,0,MANUAL,rear wheel drive,4,Car,1,0,0,0,0,0,0,26795,19
Japanese,2011,premium unleaded ,212,0,AUTOMATIC,rear wheel drive,4,Car,1,0,0,0,0,0,0,26795,19.5
American,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Truck,1,0,0,0,0,0,0,20984,17.5
American,2002,regular unleaded,120,4,AUTOMATIC,rear wheel drive,2,Truck,0,0,0,0,1,0,0,15406,20
American,2002,regular unleaded,120,4,AUTOMATIC,rear wheel drive,3,Truck,0,0,0,0,1,0,0,21474,20
American,2002,regular unleaded,190,6,MANUAL,four wheel drive,3,Truck,0,0,0,0,0,0,0,19757,14
American,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Truck,1,0,0,0,0,0,0,23539,17.5
American,2002,regular unleaded,120,4,MANUAL,rear wheel drive,3,Truck,0,0,0,0,1,0,0,15943,22
American,2002,regular unleaded,190,6,MANUAL,rear wheel drive,3,Truck,0,0,0,0,0,0,0,17284,17
American,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,2,Truck,0,0,0,0,0,0,0,18169,17.5
American,2002,regular unleaded,120,4,AUTOMATIC,rear wheel drive,2,Truck,0,0,0,0,1,0,0,19434,20
American,2002,regular unleaded,120,4,MANUAL,rear wheel drive,2,Truck,0,0,0,0,1,0,0,13961,22
American,2002,regular unleaded,190,6,AUTOMATIC,four wheel drive,3,Truck,0,0,0,0,0,0,0,24063,16
American,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,2,Truck,0,0,0,0,1,0,0,18519,17.5
American,2002,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,24462,16
American,2002,regular unleaded,190,6,AUTOMATIC,four wheel drive,3,Truck,0,0,0,0,0,0,0,25990,16
American,2002,regular unleaded,120,4,AUTOMATIC,rear wheel drive,2,Truck,0,0,0,0,1,0,0,17169,20
American,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Truck,0,0,0,0,0,0,0,20209,17.5
American,2002,regular unleaded,120,4,AUTOMATIC,rear wheel drive,3,Truck,0,0,0,0,1,0,0,19209,20
American,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,2,Truck,1,0,0,0,0,0,0,21499,17.5
American,2002,regular unleaded,190,6,MANUAL,rear wheel drive,2,Truck,0,0,0,0,0,0,0,14961,17
American,2002,regular unleaded,190,6,AUTOMATIC,rear wheel drive,2,Truck,1,0,0,0,0,0,0,18944,17.5
American,2003,regular unleaded,120,4,MANUAL,rear wheel drive,3,Truck,0,0,0,0,1,0,0,20780,22
American,2003,regular unleaded,190,6,MANUAL,four wheel drive,3,Truck,0,0,0,0,0,0,0,20270,14.5
American,2003,regular unleaded,120,4,MANUAL,rear wheel drive,2,Truck,0,0,0,0,1,0,0,16905,22
American,2003,regular unleaded,120,4,MANUAL,rear wheel drive,2,Truck,0,0,0,0,1,0,0,18780,22
American,2003,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,24370,16
American,2003,regular unleaded,120,4,AUTOMATIC,rear wheel drive,2,Truck,0,0,0,0,1,0,0,17570,20
American,2003,regular unleaded,120,4,MANUAL,rear wheel drive,3,Truck,0,0,0,0,1,0,0,16570,22
American,2003,regular unleaded,190,6,MANUAL,four wheel drive,3,Truck,0,0,0,0,0,0,0,23985,14.5
American,2003,regular unleaded,120,4,AUTOMATIC,rear wheel drive,2,Truck,0,0,0,0,1,0,0,16220,20
American,2003,regular unleaded,120,4,MANUAL,rear wheel drive,3,Truck,0,0,0,0,1,0,0,18905,22
American,2003,regular unleaded,120,4,MANUAL,rear wheel drive,2,Truck,0,0,0,0,1,0,0,16120,22
American,2003,regular unleaded,190,6,MANUAL,four wheel drive,3,Truck,0,0,0,0,0,0,0,21820,14.5
American,2003,regular unleaded,120,4,MANUAL,rear wheel drive,2,Truck,0,0,0,0,1,0,0,14770,22
American,2003,regular unleaded,120,4,MANUAL,rear wheel drive,3,Truck,0,0,0,0,1,0,0,18120,22
American,2004,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Truck,0,0,0,0,0,0,0,24660,16
German,2015,premium unleaded ,449,8,AUTOMATIC,rear wheel drive,4,Car,1,1,0,1,0,0,0,94400,21.5
German,2015,premium unleaded ,577,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,141450,19
German,2015,premium unleaded ,449,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,0,97400,21
German,2015,premium unleaded ,577,8,AUTOMATIC,all wheel drive,2,Car,1,1,0,1,0,0,1,160900,19
German,2015,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,4,Car,1,1,0,1,0,0,1,222000,16.5
German,2015,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,1,230900,16.5
German,2015,premium unleaded ,523,12,AUTOMATIC,rear wheel drive,4,Car,1,1,0,1,0,0,0,166900,16.5
German,2015,premium unleaded ,449,8,AUTOMATIC,all wheel drive,2,Car,1,1,0,1,0,0,0,119900,20
German,2016,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,1,234050,16.5
German,2016,premium unleaded ,449,8,AUTOMATIC,all wheel drive,2,Car,1,1,0,1,0,0,0,121550,20
German,2016,premium unleaded ,577,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,143250,19
German,2016,premium unleaded ,449,8,AUTOMATIC,rear wheel drive,4,Car,1,1,0,1,0,0,0,95650,21.5
German,2016,premium unleaded ,523,12,AUTOMATIC,rear wheel drive,4,Car,1,1,0,1,0,0,0,169050,16.5
German,2016,premium unleaded ,449,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,0,98650,21
German,2016,premium unleaded ,577,8,AUTOMATIC,all wheel drive,2,Car,1,1,0,1,0,0,1,163150,19
German,2016,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,4,Car,1,1,0,1,0,0,1,224650,16.5
German,2017,premium unleaded ,577,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,144700,19
German,2017,premium unleaded ,449,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,0,99600,20.5
German,2017,premium unleaded ,449,8,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,0,131400,21
German,2017,premium unleaded ,523,12,AUTOMATIC,rear wheel drive,4,Car,1,1,0,1,0,0,0,170750,17.5
German,2017,premium unleaded ,577,8,AUTOMATIC,all wheel drive,2,Car,1,1,0,1,0,0,1,176400,18
German,2017,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,4,Car,1,1,0,1,0,0,1,226900,17.5
German,2017,premium unleaded ,621,12,AUTOMATIC,rear wheel drive,2,Car,1,1,0,1,0,0,1,247900,17.5
German,2017,premium unleaded ,449,8,AUTOMATIC,rear wheel drive,4,Car,1,1,0,1,0,0,0,96600,22
Japanese,2007,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,34250,21
Japanese,2008,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,1,37300,21.5
Japanese,2008,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Car,1,1,0,0,0,0,1,36300,21.5
Japanese,2008,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,34300,21.5
Japanese,2009,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Car,1,1,0,0,0,0,1,36995,21.5
Japanese,2009,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,0,34995,21.5
Japanese,2009,premium unleaded ,237,4,MANUAL,rear wheel drive,2,Car,1,0,0,0,0,0,1,37995,21.5
German,2015,premium unleaded ,292,4,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,41100,27
German,2015,premium unleaded ,292,4,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,47000,27
German,2016,premium unleaded ,292,4,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,42500,27
German,2016,premium unleaded ,292,4,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,48650,27
German,2017,premium unleaded ,292,4,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,48400,24.5
German,2017,premium unleaded ,292,4,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,42900,24.5
Swedish,2009,premium unleaded ,227,5,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,33800,22
Swedish,2009,premium unleaded ,227,5,AUTOMATIC,front wheel drive,4,Car,1,0,0,1,0,0,0,32350,23.5
Swedish,2009,premium unleaded ,168,5,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,28550,25.5
Swedish,2010,premium unleaded ,227,5,MANUAL,all wheel drive,4,Car,0,0,0,1,0,0,0,31350,23.5
Swedish,2010,premium unleaded ,168,5,MANUAL,front wheel drive,4,Car,0,0,0,1,0,0,0,26200,25
Swedish,2010,premium unleaded ,227,5,AUTOMATIC,front wheel drive,4,Car,1,0,0,1,0,0,0,31150,25.5
Swedish,2011,regular unleaded,227,5,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,27750,25.5
Swedish,2011,regular unleaded,227,5,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,31150,25.5
German,2014,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,49500,23
German,2014,premium unleaded ,333,6,MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,54000,21.5
German,2014,premium unleaded ,333,6,MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,48100,21.5
German,2014,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,55400,23
German,2015,premium unleaded ,333,6,MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,48400,21.5
German,2015,premium unleaded ,333,6,MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,54300,21.5
German,2015,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,55700,23
German,2015,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,49800,23
German,2016,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,56100,23
German,2016,premium unleaded ,333,6,MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,55100,21.5
German,2016,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,50200,23
German,2016,premium unleaded ,333,6,MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,49200,21.5
German,2016,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,2,Car,1,0,0,1,0,0,1,67350,22
German,2016,premium unleaded ,333,6,MANUAL,all wheel drive,2,Car,1,1,0,1,0,0,1,59350,21.5
German,2016,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,2,Car,1,0,0,1,0,0,1,61100,22
German,2016,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,2,Car,1,0,0,1,0,0,1,54100,23
German,2016,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,2,Car,1,0,0,1,0,0,1,60350,23
German,2016,premium unleaded ,333,6,MANUAL,all wheel drive,2,Car,1,1,0,1,0,0,1,53100,21.5
German,2017,premium unleaded ,333,6,MANUAL,all wheel drive,2,Car,1,1,0,1,0,0,1,53100,21.5
German,2017,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,2,Car,1,0,0,1,0,0,1,61100,22
German,2017,premium unleaded ,333,6,AUTOMATED_MANUAL,all wheel drive,2,Car,1,0,0,1,0,0,1,54100,23
Swedish,2017,regular unleaded,240,4,AUTOMATIC,all wheel drive,4,Car,0,0,0,1,0,0,0,44200,26
Swedish,2015,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,35450,24.5
Swedish,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,Car,1,1,0,1,0,0,0,39250,29.5
Swedish,2015,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,34800,24.5
Swedish,2015,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,43800,23.5
Swedish,2015,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,42700,23.5
Swedish,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,1,0,0,0,33950,31
Swedish,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,1,0,0,0,33300,31
Swedish,2015,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,Car,1,1,0,1,0,0,0,38150,29.5
Swedish,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,1,0,0,0,38900,31
Swedish,2016,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,Car,1,1,0,1,0,0,0,39450,28
Swedish,2016,regular unleaded,345,6,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,59700,22.5
Swedish,2016,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,0,44400,26.5
Swedish,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,35650,24.5
Swedish,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,40400,24.5
Swedish,2016,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,0,47900,26.5
Swedish,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,1,0,0,0,34150,32
Swedish,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,38300,24.5
Swedish,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,1,0,0,0,36800,32
Swedish,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,43700,24
Swedish,2016,regular unleaded,302,4,AUTOMATIC,front wheel drive,4,Car,1,1,0,1,0,0,0,43300,28
Swedish,2016,regular unleaded,250,5,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,43400,24.5
Swedish,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,1,0,0,1,0,0,0,41900,31
Swedish,2016,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,0,44200,22.5
Swedish,2016,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,0,47700,22.5
Swedish,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,33950,30.5
Swedish,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,40800,30.5
Swedish,2017,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,36800,30.5
Swedish,2017,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,47400,27
German,2015,premium unleaded ,420,8,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,75500,22
German,2016,premium unleaded ,450,8,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,70900,22.5
German,2016,premium unleaded ,450,8,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,75300,22.5
German,2017,premium unleaded ,450,8,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,74100,22.5
German,2017,premium unleaded ,450,8,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,70900,22.5
German,2015,premium unleaded ,420,8,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,82500,22
German,2016,premium unleaded ,450,8,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,82900,22
German,2017,premium unleaded ,450,8,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,82900,22
German,2017,premium unleaded ,450,8,AUTOMATED_MANUAL,all wheel drive,4,Car,1,1,0,1,0,0,1,79900,22
Swedish,2014,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,39900,24.5
Swedish,2014,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,43950,21.5
Swedish,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,45100,23.5
Swedish,2015,regular unleaded,300,6,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,43950,23.5
Swedish,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,41700,32
Swedish,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,40500,32
Swedish,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,48375,31
Swedish,2016,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,43450,31
German,2015,premium unleaded ,520,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,114900,22
German,2016,premium unleaded ,520,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,114900,20.5
German,2016,premium unleaded ,605,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,114900,20
German,2017,premium unleaded ,605,8,AUTOMATIC,all wheel drive,4,Car,1,1,0,1,0,0,1,115900,19.5
Swedish,2017,premium unleaded ,250,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,46950,28.5
Swedish,2017,premium unleaded ,316,4,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,52950,26.5
Swedish,2017,premium unleaded ,250,4,AUTOMATIC,front wheel drive,4,Car,0,0,0,1,0,0,0,50450,28.5
Swedish,2017,premium unleaded ,316,4,AUTOMATIC,all wheel drive,4,Car,1,0,0,1,0,0,0,56250,26.5
American,2003,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Van,0,0,0,0,0,0,0,24450,16
American,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Van,0,0,0,0,0,0,0,22050,18
American,2004,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Van,0,0,0,0,0,0,0,22695,16.5
American,2004,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Van,0,0,0,0,0,0,0,25195,16
American,2005,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Van,0,0,0,0,0,0,0,22930,17.5
American,2005,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Van,0,0,0,0,0,0,0,25430,16
American,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Van,0,0,0,0,0,0,0,23690,16.5
American,2003,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Van,0,0,0,0,0,0,0,25690,14
American,2004,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Van,0,0,0,0,0,0,0,24195,16.5
American,2004,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Van,0,0,0,0,0,0,0,26195,14
American,2005,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,Van,0,0,0,0,0,0,0,24430,17
American,2005,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Van,0,0,0,0,0,0,0,26430,14
Korean,2015,regular unleaded,264,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,33000,21
Korean,2015,regular unleaded,264,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,31250,23
Korean,2015,regular unleaded,190,4,AUTOMATIC,front wheel drive,4,SUV,0,0,1,0,0,0,0,24950,23.5
Korean,2015,regular unleaded,190,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,26700,22
Korean,2015,regular unleaded,264,4,AUTOMATIC,all wheel drive,4,SUV,0,0,1,0,0,0,0,33000,21
